"url","content"
"https://docs.spring.io/spring-cloud-stream/reference/preface.html","A Brief History of Spring’s Data Integration Journey: Spring’s journey on Data Integration started with Spring Integration(https://projects.spring.io/spring-integration/) . With its programming model, it provided a consistent developer experience to build applications that can embrace Enterprise Integration Patterns(http://www.enterpriseintegrationpatterns.com/) to connect with external systems such as, databases, message brokers, and among others. Fast forward to the cloud-era, where microservices have become prominent in the enterprise setting. Spring Boot(https://projects.spring.io/spring-boot/) transformed the way how developers built Applications. With Spring’s programming model and the runtime responsibilities handled by Spring Boot, it became seamless to develop stand-alone, production-grade Spring-based microservices. To extend this to Data Integration workloads, Spring Integration and Spring Boot were put together into a new project. Spring Cloud Stream was born. With Spring Cloud Stream, developers can: Build, test and deploy data-centric applications in isolation. Apply modern microservices architecture patterns, including composition through messaging. Decouple application responsibilities with event-centric thinking. An event can represent something that has happened in time, to which the downstream consumer applications can react without knowing where it originated or the producer’s identity. Port the business logic onto message brokers (such as RabbitMQ, Apache Kafka, Amazon Kinesis). Rely on the framework’s automatic content-type support for common use-cases. Extending to different data conversion types is possible. and many more. . . Quick Start: You can try Spring Cloud Stream in less than 5 min even before you jump into any details by following this three-step guide. We show you how to create a Spring Cloud Stream application that receives messages coming from the messaging middleware of your choice (more on this later) and logs received messages to the console. We call it LoggingConsumer . While not very practical, it provides a good introduction to some of the main concepts and abstractions, making it easier to digest the rest of this user guide. The three steps are as follows: Creating a Sample Application by Using Spring Initializr(#spring-cloud-stream-preface-creating-sample-application) Importing the Project into Your IDE(#spring-cloud-stream-preface-importing-project) Adding a Message Handler, Building, and Running(#spring-cloud-stream-preface-adding-message-handler) Creating a Sample Application by Using Spring Initializr: To get started, visit the Spring Initializr(https://start.spring.io) . From there, you can generate our LoggingConsumer application. To do so: In the Dependencies section, start typing stream . When the “Cloud Stream” option should appears, select it. Start typing either 'kafka' or 'rabbit'. Select “Kafka” or “RabbitMQ”. Basically, you choose the messaging middleware to which your application binds. We recommend using the one you have already installed or feel more comfortable with installing and running. Also, as you can see from the Initilaizer screen, there are a few other options you can choose. For example, you can choose Gradle as your build tool instead of Maven (the default). In the Artifact field, type 'logging-consumer'. The value of the Artifact field becomes the application name. If you chose RabbitMQ for the middleware, your Spring Initializr should now be as follows: Click the Generate Project button. Doing so downloads the zipped version of the generated project to your hard drive. Unzip the file into the folder you want to use as your project directory. We encourage you to explore the many possibilities available in the Spring Initializr. It lets you create many different kinds of Spring applications. Importing the Project into Your IDE: Now you can import the project into your IDE. Keep in mind that, depending on the IDE, you may need to follow a specific import procedure. For example, depending on how the project was generated (Maven or Gradle), you may need to follow specific import procedure (for example, in Eclipse or STS, you need to use File → Import → Maven → Existing Maven Project). Once imported, the project must have no errors of any kind. Also, src/main/java should contain com.example.loggingconsumer.LoggingConsumerApplication . Technically, at this point, you can run the application’s main class. It is already a valid Spring Boot application. However, it does not do anything, so we want to add some code. Adding a Message Handler, Building, and Running: Modify the com.example.loggingconsumer.LoggingConsumerApplication class to look as follows: @SpringBootApplication public class LoggingConsumerApplication { public static void main(String[] args) { SpringApplication.run(LoggingConsumerApplication.class, args); } @Bean public Consumer<Person> log() { return person -> { System.out.println(""Received: "" + person); }; } public static class Person { private String name; public String getName() { return name; } public void setName(String name) { this.name = name; } public String toString() { return this.name; } } } As you can see from the preceding listing: We are using functional programming model (see [Spring Cloud Function support](#Spring Cloud Function support) ) to define a single message handler as Consumer . We are relying on framework conventions to bind such handler to the input destination binding exposed by the binder. Doing so also lets you see one of the core features of the framework: It tries to automatically convert incoming message payloads to type Person . You now have a fully functional Spring Cloud Stream application that does listens for messages. From here, for simplicity, we assume you selected RabbitMQ in step one(#spring-cloud-stream-preface-creating-sample-application) . Assuming you have RabbitMQ installed and running, you can start the application by running its main method in your IDE. You should see following output: --- [ main] c.s.b.r.p.RabbitExchangeQueueProvisioner : declaring queue for inbound: input.anonymous.CbMIwdkJSBO1ZoPDOtHtCg, bound to: input --- [ main] o.s.a.r.c.CachingConnectionFactory : Attempting to connect to: [localhost:5672] --- [ main] o.s.a.r.c.CachingConnectionFactory : Created new connection: rabbitConnectionFactory#2a3a299:0/SimpleConnection@66c83fc8. . . . . . --- [ main] o.s.i.a.i.AmqpInboundChannelAdapter : started inbound.input.anonymous.CbMIwdkJSBO1ZoPDOtHtCg . . . --- [ main] c.e.l.LoggingConsumerApplication : Started LoggingConsumerApplication in 2.531 seconds (JVM running for 2.897) Go to the RabbitMQ management console or any other RabbitMQ client and send a message to input.anonymous.CbMIwdkJSBO1ZoPDOtHtCg . The anonymous.CbMIwdkJSBO1ZoPDOtHtCg part represents the group name and is generated, so it is bound to be different in your environment. For something more predictable, you can use an explicit group name by setting spring.cloud.stream.bindings.input.group=hello (or whatever name you like). The contents of the message should be a JSON representation of the Person class, as follows: {""name"":""Sam Spade""} Then, in your console, you should see: Received: Sam Spade You can also build and package your application into a boot jar (by using ./mvnw clean install ) and run the built JAR by using the java -jar command. Now you have a working (albeit very basic) Spring Cloud Stream application. Spring Expression Language (SpEL) in the context of Streaming data: Throughout this reference manual you will encounter many features and examples where you can utilize Spring Expression Language (SpEL). It is important to understand certain limitations when it comes to using it. SpEL gives you access to the current Message as well as the Application Context you are running in. However it is important to understand what type of data SpEL can see especially in the context of the incoming Message. From the broker, the message arrives in a form of a byte[]. It is then transformed to a Message<byte[]> by the binders whereas you can see the payload of the message maintains its raw form. The headers of the message are <String, Object> , where values are typically another primitive or a collection/array of primitives, hence Object. That is because binder does not know the required input type as it has no access to the user code (function). So effectively binder delivered an envelope with the payload and some readable meta-data in the form of message headers, just like the letter delivered by mail. This means that while accessing payload of the message is possible you will only have access to it as raw data (i.e., byte[]). And while it may be very common for developers to ask for ability to have SpEL access to fields of a payload object as concrete type (e.g., Foo, Bar etc), you can see how difficult or even impossible would it be to achieve. Here is one example to demonstrate the problem; Imagine you have a routing expression to route to different functions based on payload type. This requirement would imply payload conversion from byte[] to a specific type and then applying the SpEL. However, in order to perform such conversion we would need to know the actual type to pass to converter and that comes from function’s signature which we don’t know which one. A better approach to solve this requirement would be to pass the type information as message headers (e.g., application/json;type=foo.bar.Baz ). You’ll get a clear readable String value that could be accessed and evaluated in a year and easy to read SpEL expression. Additionally, it is considered very bad practice to use payload for routing decisions, since the payload is considered to be privileged data - data only to be read by its final recipient. Again, using the mail delivery analogy you would not want the mailman to open your envelope and read the contents of the letter to make some delivery decisions. The same concept applies here, especially when it is relatively easy to include such information when generating a Message. It enforces certain level of discipline related to the design of data to be transmitted over the network and which pieces of such data can be considered as public and which are privileged."
"https://docs.spring.io/spring-cloud-stream/reference/index.html","Introduction: Sabby Anandan; Marius Bogoevici; Eric Bottard; Mark Fisher; Ilayaperumal Gopinathan; Mark Heckler; Gunnar Hillert; Mark Pollack; Patrick Peralta; Glenn Renfro; Thomas Risberg; Dave Syer; David Turanski; Janne Valkealahti; Benjamin Klein; Vinicius Carvalho; Gary Russell; Oleg Zhurakousky; Jay Bryant; Soby Chacko; Domenico Sibilio The reference documentation consists of the following sections: Overview(spring-cloud-stream.html#spring-cloud-stream-reference) History, Quick Start, Concepts, Architecture Overview, Binder Abstraction, and Core Features Rabbit MQ Binder(rabbit/spring-cloud-stream-binder-rabbit.html) Spring Cloud Stream binder reference for Rabbit MQ Apache Kafka Binder(kafka/spring-cloud-stream-binder-kafka.html) Spring Cloud Stream binder reference for Apache Kafka Apache Kafka Streams Binder(kafka/kafka-streams.html) Spring Cloud Stream binder reference for Apache Kafka Streams Apache Pulsar Binder(pulsar/spring-cloud-stream-binder-pulsar.html) Spring Cloud Stream binder reference for Apache Pulsar Solace PubSub+ Binder(https://github.com/SolaceProducts/solace-spring-cloud/tree/master/solace-spring-cloud-starters/solace-spring-cloud-stream-starter#spring-cloud-stream-binder-for-solace-pubsub) Spring Cloud Stream binder reference for Solace PubSub+ (Partner Maintained) Additional Binders(spring-cloud-stream/overview-error-handling.html#spring-cloud-stream-overview-binders) A collection of Partner maintained binder implementations for Spring Cloud Stream (e.g., Azure Event Hubs, Google PubSub, Solace PubSub+) Schema Registry(schema-registry/spring-cloud-stream-schema-registry.html) Spring Cloud Stream Schema Registry Reference Spring Cloud Stream Samples(https://github.com/spring-cloud/spring-cloud-stream-samples/) A curated collection of repeatable Spring Cloud Stream samples to walk through the features Relevant Links: Spring Cloud Data Flow(https://cloud.spring.io/spring-cloud-dataflow/) Spring Cloud Data Flow Enterprise Integration Patterns(http://www.enterpriseintegrationpatterns.com/) Patterns and Best Practices for Enterprise Integration Spring Integration(https://spring.io/projects/spring-integration) Spring Integration framework"
"https://docs.spring.io/spring-cloud-stream/reference/spring-cloud-stream.html","Spring Cloud Stream Reference Documentation: Preface: This section goes into more detail about how you can work with Spring Cloud Stream. It covers topics such as creating and running stream applications. Introducing Spring Cloud Stream: Spring Cloud Stream is a framework for building message-driven microservice applications. Spring Cloud Stream builds upon Spring Boot to create standalone, production-grade Spring applications and uses Spring Integration to provide connectivity to message brokers. It provides opinionated configuration of middleware from several vendors, introducing the concepts of persistent publish-subscribe semantics, consumer groups, and partitions. By adding spring-cloud-stream dependencies to the classpath of your application, you get immediate connectivity to a message broker exposed by the provided spring-cloud-stream binder (more on that later), and you can implement your functional requirement, which is run (based on the incoming message) by a java.util.function.Function . The following listing shows a quick example: @SpringBootApplication public class SampleApplication { public static void main(String[] args) { SpringApplication.run(SampleApplication.class, args); } @Bean public Function<String, String> uppercase() { return value -> value.toUpperCase(); } } The following listing shows the corresponding test: @SpringBootTest(classes = SampleApplication.class) @EnableTestBinder class BootTestStreamApplicationTests { @Autowired private InputDestination input; @Autowired private OutputDestination output; @Test void contextLoads() { input.send(new GenericMessage<byte[]>(""hello"".getBytes())); assertThat(output.receive().getPayload()).isEqualTo(""HELLO"".getBytes()); } } Main Concepts: Spring Cloud Stream provides a number of abstractions and primitives that simplify the writing of message-driven microservice applications. The rest of this reference manual provides additional details. Section Summary: Main Concepts and Abstractions Programming Model(spring-cloud-stream/programming-model.html) Binder abstraction(spring-cloud-stream/binders.html) Error Handling(spring-cloud-stream/overview-error-handling.html) Observability(observability.html) Configuration Options(spring-cloud-stream/configuration-options.html) Content Type Negotiation(spring-cloud-stream/content-type.html) Inter-Application Communication(spring-cloud-stream/application-communication.html) Partitioning(spring-cloud-stream/overview-partitioning.html) Testing(spring-cloud-stream/spring_integration_test_binder.html) Health Indicator(spring-cloud-stream/health-indicator.html) Samples(spring-cloud-stream/samples.html)"
"https://docs.spring.io/spring-cloud-stream/reference/spring-cloud-stream/overview-application-model.html","Application Model: A Spring Cloud Stream application consists of a middleware-neutral core. The application communicates with the outside world by establishing bindings between destinations exposed by the external brokers and input/output arguments in your code. Broker specific details necessary to establish bindings are handled by middleware-specific Binder implementations. Figure 1. Spring Cloud Stream Application Fat JAR: Spring Cloud Stream applications can be run in stand-alone mode from your IDE for testing. To run a Spring Cloud Stream application in production, you can create an executable (or “fat”) JAR by using the standard Spring Boot tooling provided for Maven or Gradle. See the Spring Boot Reference Guide(https://docs.spring.io/spring-boot/docs/current/reference/html/howto-build.html#howto-create-an-executable-jar-with-maven) for more details."
"https://docs.spring.io/spring-cloud-stream/reference/spring-cloud-stream/overview-binder-abstraction.html","The Binder Abstraction: Spring Cloud Stream provides Binder implementations for Kafka(https://github.com/spring-cloud/spring-cloud-stream-binder-kafka) and Rabbit MQ(https://github.com/spring-cloud/spring-cloud-stream-binder-rabbit) . The framework also includes a test binder for integration testing of your applications as spring-cloud-stream application. See [Testing](#Testing) section for more details. Binder abstraction is also one of the extension points of the framework, which means you can implement your own binder on top of Spring Cloud Stream. In the How to create a Spring Cloud Stream Binder from scratch(https://medium.com/@domenicosibilio/how-to-create-a-spring-cloud-stream-binder-from-scratch-ab8b29ee931b) post a community member documents in details, with an example, a set of steps necessary to implement a custom binder. The steps are also highlighted in the Implementing Custom Binders(overview-custom-binder-impl.html) section. Spring Cloud Stream uses Spring Boot for configuration, and the Binder abstraction makes it possible for a Spring Cloud Stream application to be flexible in how it connects to middleware. For example, deployers can dynamically choose, at runtime, the mapping between the external destinations (such as the Kafka topics or RabbitMQ exchanges) and inputs and outputs of the message handler (such as input parameter of the function and its return argument). Such configuration can be provided through external configuration properties and in any form supported by Spring Boot (including application arguments, environment variables, and application.yml or application.properties files). In the sink example from the Introducing Spring Cloud Stream(../spring-cloud-stream.html#spring-cloud-stream-overview-introducing) section, setting the spring.cloud.stream.bindings.input.destination application property to raw-sensor-data causes it to read from the raw-sensor-data Kafka topic or from a queue bound to the raw-sensor-data RabbitMQ exchange. Spring Cloud Stream automatically detects and uses a binder found on the classpath. You can use different types of middleware with the same code. To do so, include a different binder at build time. For more complex use cases, you can also package multiple binders with your application and have it choose the binder( and even whether to use different binders for different bindings) at runtime."
"https://docs.spring.io/spring-cloud-stream/reference/spring-cloud-stream/overview-persistent-publish-subscribe-support.html","Persistent Publish-Subscribe Support: Communication between applications follows a publish-subscribe model, where data is broadcast through shared topics. This can be seen in the following figure, which shows a typical deployment for a set of interacting Spring Cloud Stream applications. Figure 1. Spring Cloud Stream Publish-Subscribe Data reported by sensors to an HTTP endpoint is sent to a common destination named raw-sensor-data . From the destination, it is independently processed by a microservice application that computes time-windowed averages and by another microservice application that ingests the raw data into HDFS (Hadoop Distributed File System). In order to process the data, both applications declare the topic as their input at runtime. The publish-subscribe communication model reduces the complexity of both the producer and the consumer and lets new applications be added to the topology without disruption of the existing flow. For example, downstream from the average-calculating application, you can add an application that calculates the highest temperature values for display and monitoring. You can then add another application that interprets the same flow of averages for fault detection. Doing all communication through shared topics rather than point-to-point queues reduces coupling between microservices. While the concept of publish-subscribe messaging is not new, Spring Cloud Stream takes the extra step of making it an opinionated choice for its application model. By using native middleware support, Spring Cloud Stream also simplifies use of the publish-subscribe model across different platforms."
"https://docs.spring.io/spring-cloud-stream/reference/spring-cloud-stream/consumer-groups.html","Consumer Groups: While the publish-subscribe model makes it easy to connect applications through shared topics, the ability to scale up by creating multiple instances of a given application is equally important. When doing so, different instances of an application are placed in a competing consumer relationship, where only one of the instances is expected to handle a given message. Spring Cloud Stream models this behavior through the concept of a consumer group. (Spring Cloud Stream consumer groups are similar to and inspired by Kafka consumer groups.) Each consumer binding can use the spring.cloud.stream.bindings.<bindingName>.group property to specify a group name. For the consumers shown in the following figure, this property would be set as spring.cloud.stream.bindings.<bindingName>.group=hdfsWrite or spring.cloud.stream.bindings.<bindingName>.group=average . Figure 1. Spring Cloud Stream Consumer Groups All groups that subscribe to a given destination receive a copy of published data, but only one member of each group receives a given message from that destination. By default, when a group is not specified, Spring Cloud Stream assigns the application to an anonymous and independent single-member consumer group that is in a publish-subscribe relationship with all other consumer groups."
"https://docs.spring.io/spring-cloud-stream/reference/spring-cloud-stream/overview-partitioning.html","Partitioning: Spring Cloud Stream provides support for partitioning data between multiple instances of a given application. In a partitioned scenario, the physical communication medium (such as the broker topic) is viewed as being structured into multiple partitions. One or more producer application instances send data to multiple consumer application instances and ensure that data identified by common characteristics are processed by the same consumer instance. Spring Cloud Stream provides a common abstraction for implementing partitioned processing use cases in a uniform fashion. Partitioning can thus be used whether the broker itself is naturally partitioned (for example, Kafka) or not (for example, RabbitMQ). Figure 1. Spring Cloud Stream Partitioning Partitioning is a critical concept in stateful processing, where it is critical (for either performance or consistency reasons) to ensure that all related data is processed together. For example, in the time-windowed average calculation example, it is important that all measurements from any given sensor are processed by the same application instance. To set up a partitioned processing scenario, you must configure both the data-producing and the data-consuming ends. Partitioning in Spring Cloud Stream consists of two tasks: Configuring Output Bindings for Partitioning(#spring-cloud-stream-overview-configuring-output-bindings-partitioning) Configuring Input Bindings for Partitioning(#spring-cloud-stream-overview-configuring-input-bindings-partitioning) Configuring Output Bindings for Partitioning: You can configure an output binding to send partitioned data by setting one and only one of its partitionKeyExpression or partitionKeyExtractorName properties, as well as its partitionCount property. For example, the following is a valid and typical configuration: spring.cloud.stream.bindings.func-out-0.producer.partitionKeyExpression=headers.id spring.cloud.stream.bindings.func-out-0.producer.partitionCount=5 Based on that example configuration, data is sent to the target partition by using the following logic. A partition key’s value is calculated for each message sent to a partitioned output binding based on the partitionKeyExpression . The partitionKeyExpression is a SpEL expression that is evaluated against the outbound message (in the preceding example it’s the value of the id from message headers) for extracting the partitioning key. If a SpEL expression is not sufficient for your needs, you can instead calculate the partition key value by providing an implementation of org.springframework.cloud.stream.binder.PartitionKeyExtractorStrategy and configuring it as a bean (by using the @Bean annotation). If you have more then one bean of type org.springframework.cloud.stream.binder.PartitionKeyExtractorStrategy available in the Application Context, you can further filter it by specifying its name with the partitionKeyExtractorName property, as shown in the following example: --spring.cloud.stream.bindings.func-out-0.producer.partitionKeyExtractorName=customPartitionKeyExtractor --spring.cloud.stream.bindings.func-out-0.producer.partitionCount=5 . . . @Bean public CustomPartitionKeyExtractorClass customPartitionKeyExtractor() { return new CustomPartitionKeyExtractorClass(); } In previous versions of Spring Cloud Stream, you could specify the implementation of org.springframework.cloud.stream.binder.PartitionKeyExtractorStrategy by setting the spring.cloud.stream.bindings.output.producer.partitionKeyExtractorClass property. Since version 3.0, this property is removed. Once the message key is calculated, the partition selection process determines the target partition as a value between 0 and partitionCount - 1 . The default calculation, applicable in most scenarios, is based on the following formula: key.hashCode() % partitionCount . This can be customized on the binding, either by setting a SpEL expression to be evaluated against the 'key' (through the partitionSelectorExpression property) or by configuring an implementation of org.springframework.cloud.stream.binder.PartitionSelectorStrategy as a bean (by using the @Bean annotation). Similar to the PartitionKeyExtractorStrategy , you can further filter it by using the spring.cloud.stream.bindings.output.producer.partitionSelectorName property when more than one bean of this type is available in the Application Context, as shown in the following example: --spring.cloud.stream.bindings.func-out-0.producer.partitionSelectorName=customPartitionSelector . . . @Bean public CustomPartitionSelectorClass customPartitionSelector() { return new CustomPartitionSelectorClass(); } In previous versions of Spring Cloud Stream you could specify the implementation of org.springframework.cloud.stream.binder.PartitionSelectorStrategy by setting the spring.cloud.stream.bindings.output.producer.partitionSelectorClass property. Since version 3.0, this property is removed. Configuring Input Bindings for Partitioning: An input binding (with the binding name uppercase-in-0 ) is configured to receive partitioned data by setting its partitioned property, as well as the instanceIndex and instanceCount properties on the application itself, as shown in the following example: spring.cloud.stream.bindings.uppercase-in-0.consumer.partitioned=true spring.cloud.stream.instanceIndex=3 spring.cloud.stream.instanceCount=5 The instanceCount value represents the total number of application instances between which the data should be partitioned. The instanceIndex must be a unique value across the multiple instances, with a value between 0 and instanceCount - 1 . The instance index helps each application instance to identify the unique partition(s) from which it receives data. It is required by binders using technology that does not support partitioning natively. For example, with RabbitMQ, there is a queue for each partition, with the queue name containing the instance index. With Kafka, if autoRebalanceEnabled is true (default), Kafka takes care of distributing partitions across instances, and these properties are not required. If autoRebalanceEnabled is set to false, the instanceCount and instanceIndex are used by the binder to determine which partition(s) the instance subscribes to (you must have at least as many partitions as there are instances). The binder allocates the partitions instead of Kafka. This might be useful if you want messages for a particular partition to always go to the same instance. When a binder configuration requires them, it is important to set both values correctly in order to ensure that all of the data is consumed and that the application instances receive mutually exclusive datasets. While a scenario in which using multiple instances for partitioned data processing may be complex to set up in a standalone case, Spring Cloud Dataflow can simplify the process significantly by populating both the input and output values correctly and by letting you rely on the runtime infrastructure to provide information about the instance index and instance count. Testing: Spring Cloud Stream provides support for testing your microservice applications without connecting to a messaging system."
"https://docs.spring.io/spring-cloud-stream/reference/spring-cloud-stream/programming-model.html","Programming Model: To understand the programming model, you should be familiar with the following core concepts: Destination Binders: Components responsible to provide integration with the external messaging systems. Bindings: Bridge between the external messaging systems and application provided Producers and Consumers of messages (created by the Destination Binders). Message: The canonical data structure used by producers and consumers to communicate with Destination Binders (and thus other applications via external messaging systems)."
"https://docs.spring.io/spring-cloud-stream/reference/spring-cloud-stream/destination-binders.html","Destination Binders: Destination Binders are extension components of Spring Cloud Stream responsible for providing the necessary configuration and implementation to facilitate integration with external messaging systems. This integration is responsible for connectivity, delegation, and routing of messages to and from producers and consumers, data type conversion, invocation of the user code, and more. Binders handle a lot of the boiler plate responsibilities that would otherwise fall on your shoulders. However, to accomplish that, the binder still needs some help in the form of minimalistic yet required set of instructions from the user, which typically come in the form of some type of binding configuration. While it is out of scope of this section to discuss all of the available binder and binding configuration options (the rest of the manual covers them extensively), Binding as a concept, does require special attention. The next section discusses it in detail."
